Npart	Sol	Nodes	Constraint	Valid Motif_METIS	Valid Motif_Optimized	Cycle Free_METIS	Cycle Free_Optimized	T_Metis	T_Optimized	cut_Metis	cut_Optimized
4	0	17	lc	True	True	True	True	2	2	5	5
4	1	17	lc	True	True	True	True	2	2	5	5
4	14	17	lc	True	True	True	True	2	2	5	5
3	7	17	lc	True	True	False	True	2	1	4	3
2	1	17	lc	True	True	True	True	1	1	3	2
2	3	17	lc	True	True	True	True	1	1	3	2
3	1	17	hc	True	True	False	True	2	2	4	3
3	6	17	hc	True	True	False	True	2	2	4	3
2	1	17	hc	False	True	True	True	1	1	3	2
2	3	17	hc	False	True	True	True	1	1	3	2
