path	1
T	2
cut	7
Partition 0	818,814,815,817,816,809
Partition 1	810,812,811,813,799,796,798
Partition 2	797,806,808,807
Partition 3	801,802,800,803,804,805
path	2
T	2
cut	8
Partition 0	818,814,815,817,816,809
Partition 1	810,812,811,799,796
Partition 2	797,806,808,807,813
Partition 3	801,802,800,803,804,805,798
path	3
T	2
cut	8
Partition 0	818,815,817,816,809
Partition 1	810,812,811,813,799,796,798
Partition 2	797,806,808,807,814
Partition 3	801,802,800,803,804,805
path	4
T	2
cut	7
Partition 0	818,814,815,817,816
Partition 1	810,812,811,813,796
Partition 2	797,806,808,798,807,799
Partition 3	801,802,800,803,804,805,809
path	5
T	2
cut	7
Partition 0	818,814,815,817,816
Partition 1	810,812,811,813,799
Partition 2	797,806,808,798,807,796
Partition 3	801,802,800,803,804,805,809
path	6
T	2
cut	7
Partition 0	818,814,815,817,816,809
Partition 1	810,811,799,796
Partition 2	797,806,808,807,812,813
Partition 3	801,802,800,803,804,805,798
path	7
T	2
cut	6
Partition 0	818,814,815,817,816,809
Partition 1	810,812,811,813,799,796
Partition 2	797,806,808,807
Partition 3	801,802,800,803,804,805,798
path	8
T	2
cut	6
Partition 0	818,814,815,817,816,809
Partition 1	810,812,811,813,799,796
Partition 2	797,806,808,798,807
Partition 3	801,802,800,803,804,805
path	9
T	2
cut	6
Partition 0	818,814,815,817,816,809
Partition 1	810,812,811,813,799,796
Partition 2	797,806,808,798,807
Partition 3	801,802,800,803,804,805
path	10
T	2
cut	6
Partition 0	818,814,815,817,816
Partition 1	810,812,811,813,799,796
Partition 2	797,806,808,798,807
Partition 3	801,802,800,803,804,805,809
