path	1
T	2
cut	7
Partition 0	817,798,808,815,816,809
Partition 1	805,803,807,796,806
Partition 2	804,812,813,814,797
Partition 3	800,801,799,810,811,802
path	2
T	2
cut	7
Partition 0	817,798,808,815,816,809
Partition 1	805,803,807,796,806
Partition 2	804,812,813,814,797
Partition 3	800,801,799,810,811,802
path	3
T	2
cut	7
Partition 0	817,798,808,815,816,809
Partition 1	805,803,807,796,806
Partition 2	804,812,813,814,797
Partition 3	800,801,799,810,811,802
path	4
T	2
cut	7
Partition 0	817,798,808,815,816,809
Partition 1	805,807,796,806
Partition 2	804,812,813,814,797
Partition 3	800,801,799,810,811,802,803
path	5
T	2
cut	7
Partition 0	817,798,808,815,816,809
Partition 1	805,803,807,796,806
Partition 2	804,812,813,814,797
Partition 3	800,801,799,810,811,802
path	6
T	2
cut	7
Partition 0	817,798,808,815,816,809
Partition 1	805,803,807,796,806
Partition 2	804,812,813,814,797
Partition 3	800,801,799,810,811,802
path	7
T	2
cut	7
Partition 0	817,798,808,815,816,809
Partition 1	805,803,807,796,806
Partition 2	804,812,813,814,797
Partition 3	800,801,799,810,811,802
path	8
T	2
cut	7
Partition 0	817,798,808,815,816,809
Partition 1	805,803,807,796,806
Partition 2	804,812,813,814,797
Partition 3	800,801,799,810,811,802
path	9
T	2
cut	7
Partition 0	817,798,808,815,816,809
Partition 1	805,807,796,806
Partition 2	804,812,813,814,797
Partition 3	800,801,799,810,811,802,803
path	10
T	2
cut	7
Partition 0	817,798,808,815,816,803,807
Partition 1	805,796,806,809
Partition 2	804,812,813,814,797
Partition 3	800,801,799,810,811,802
