cut	85
Partition 0	2077,2090,2097,2067
Partition 1	2078,2075,2091,2092
Partition 2	2065,2079,2096,2080
Partition 3	2085,2084,2086,2081
Partition 4	2102,2101,2103,2104
Partition 5	2094,2095,2098,2105
Partition 6	2112,2087,2109,2110
Partition 7	2093,2107,2108,2106
Partition 8	2066,2131,2132,2133
Partition 9	2135,2134,2136,2137
Partition 10	2129,2138,2143,2068
Partition 11	2142,2130,2076,2139,2140
Partition 12	2082,2088,2083,2062
Partition 13	2063,2099,2100,2089,2141
Partition 14	2144,2151,2150,2152
Partition 15	2146,2145,2148,2149,2147
Partition 16	2153,2154,2167,2169
Partition 17	2173,2177,2168,2171
Partition 18	2069,2111,2127,2174
Partition 19	2128,2176,2175,2178,2172
Partition 20	2164,2166,2157,2160
Partition 21	2072,2156,2158,2074
Partition 22	2070,2161,2165,2170
Partition 23	2162,2163,2155,2159
Partition 24	2113,2071,2115,2114
Partition 25	2116,2117,2121,2118
Partition 26	2073,2119,2122,2120
Partition 27	2187,2180,2179,2181
Partition 28	2198,2196,2195,2197,2194
Partition 29	2191,2192,2193,2189,2190
Partition 30	2200,2199,2185,2186
Partition 31	2064,2125,2126,2182
Partition 32	2124,2183,2123,2188,2184
